                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4624,                 3.8873,                 1.4163,                0.00333,                      1,                  0.056,                0.03295,                    nan,                    nan,                    nan,                0.00018,                0.00018,                0.00018
