                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5231,                 3.7607,                 1.4561,                0.00333,                      1,                0.17182,                0.06981,                 1.5523,                 3.7861,                 1.6273,                0.00024,                0.00024,                0.00024
